#Videos: id, id_parent (main video id), id_artist (from Artist table), name, video type (main/alternate/duplicate/dance), youtube link ID, views, likes, publishedon, lastupdate, dead (y means it was removed from youtube)
2723,2725,312,"Week","duplicate","G59mnTEMBhE",756479,48525,"2017-04-20","2018-11-15 18:20:01","n"
2724,0,312,"Pit-a-pat","main","PtR-F4IxD78",6078522,63256,"2017-03-17","2018-11-15 18:21:05","n"
2725,0,312,"Week","main","-WQHZ87FUvg",1331845,51656,"2017-04-20","2018-11-15 18:22:01","n"
2726,0,327,"バナナが食べれないサル (jp)","main","A5aTxyEdD4k",722142,27770,"2018-07-18","2018-11-15 03:42:02","n"
2727,1629,60,"L.I.E","dance","zthVf2dRCfY",10310776,128619,"2016-06-12","2018-11-15 16:28:01","n"
2728,0,76,"Sunny Summer","main","9iPLjmz3_U4",18166334,271999,"2018-07-19","2018-11-15 03:35:08","n"
2729,0,34,"Call Me (jp)","main","6vau7L4odDU",169518,15903,"2018-07-19","2018-11-15 03:36:01","n"
2730,0,88,"See sea","main","PDAqx45Duqw",4879103,113468,"2018-07-20","2018-11-15 03:32:07","n"
2731,0,170,"1,2,3!","main","Q7sHwg2Z21U",18671749,632199,"2018-07-20","2018-11-15 03:34:01","n"
2732,0,252,"I want to take care of it","main","S6R3KtWHYww",30011,1699,"2018-07-22","2018-11-15 03:32:01","n"
2733,0,304,"Zero","main","FYPT5MMb75E",537212,22914,"2018-07-23","2018-11-15 03:28:01","n"
2734,0,190,"Sunrise","main","3auavb5f0bw",3023437,211005,"2018-07-23","2018-11-15 03:31:05","n"
2735,0,20,"Always You","main","T1ozr79pcjo",5836104,361198,"2018-07-24","2018-11-15 03:27:22","n"
2736,0,113,"Ride on the wind","main","KRh6wQmMIQY",2075746,105753,"2018-07-25","2018-11-15 03:23:33","n"
2737,0,200,"Circus","main","-8yCb63Mkac",218810,9463,"2018-07-25","2018-11-15 03:24:02","n"
2738,187,37,"Kill Bill","alternate","tyBTH3hCyWo",4481448,58855,"2013-07-28","2018-11-13 16:12:02","n"
2739,0,125,"Between Us","main","d4hWIUSi73c",381132,17805,"2018-07-27","2018-11-15 03:14:01","n"
2740,2739,125,"Between Us","duplicate","O28fBuVyWuo",1774402,33140,"2018-07-27","2018-11-15 03:15:29","n"
2741,0,170,"Where R U From","main","m2MtOeuCgh8",11157986,457972,"2018-07-26","2018-11-15 03:16:01","n"
2742,2728,76,"Sunny Summer","alternate","5J0SLfYlECc",1064082,25109,"2018-07-26","2018-11-15 03:18:02","n"
2743,0,1,"Grand Bleu","main","AmLNlmleGV8",119841,7624,"2018-07-26","2018-11-15 03:19:48","n"
2744,0,67,"Summer night dream","main","VZRuXcX5nz4",258531,22158,"2018-07-26","2018-11-15 03:20:02","n"
2745,2700,208,"Dance the night away","alternate","CkR_MXeUp9Q",643610,31911,"2018-07-25","2018-11-15 03:25:39","n"
2746,2736,113,"Ride on the wind","duplicate","6AZ3BAydZqI",5194903,363753,"2018-07-25","2018-11-15 03:26:02","n"
2747,2711,138,"Egotistic","main","6rKW0Gg0uNE",4057428,131780,"2018-07-26","2018-11-15 03:21:02","n"
2748,0,56,"Full Moon","main","G1ojcRTiu5g",665742,25623,"2018-02-26","2018-11-13 21:16:01","n"
2749,2007,56,"Chase Me","dance","ik93LU-xpWc",1656013,42912,"2017-01-22","2018-11-13 21:17:03","n"
2750,0,225,"SoulMate","main","Vl1kO9hObpA",13913055,230415,"2018-07-30","2018-11-15 03:12:07","n"
2751,0,313,"Rain","main","0MWc2NXtit4",293939,26966,"2017-07-20","2018-11-14 20:50:01","n"
2752,2751,313,"Rain","alternate","A5sd7fHGtSc",127916,11426,"2017-07-31","2018-11-14 20:51:05","n"
2753,0,313,"Sun.Moon.Star","main","jy6w5yKG7jU",254706,23178,"2017-05-24","2018-11-14 20:52:01","n"
2754,0,313,"Knock","main","HYVDIZcb6Og",4925857,145574,"2016-03-02","2018-11-14 20:54:01","n"
2755,0,313,"Back Again","main","tp34Lfv3OLc",2618118,58183,"2016-06-01","2018-11-14 20:56:01","n"
2756,0,313,"U","main","x8sfxDj9OJ4",277342,17686,"2016-11-18","2018-11-14 20:59:57","n"
2757,0,314,"Yolo","main","Prg4bxe_yhg",4605662,91522,"2014-10-05","2018-11-14 21:01:05","n"
2758,0,314,"OMGT","main","dODodiuO0uU",4389666,118160,"2015-11-11","2018-11-14 21:03:37","n"
2759,0,314,"Emptiness","main","8eVA4g-oakg",1540811,46478,"2016-06-20","2018-11-14 21:04:02","n"
2760,0,314,"New World","main","XC07aAGbBPc",2320436,49223,"2015-03-11","2018-11-14 21:06:02","n"
2761,0,315,"Time of Sorrow","main","VWz8DmLbhNY",858439,51180,"2018-05-23","2018-11-14 18:17:09","n"
2762,0,315,"I&#39;m fine","main","HHJB_Zbn-lQ",2932278,111537,"2016-11-08","2018-11-14 21:11:04","n"
2763,0,315,"Remember me","main","uLvr9Q-iJcs",1235575,68297,"2017-11-09","2018-11-14 21:12:01","n"
2764,0,315,"Eyez Eyez","main","nlJp65MCqjo",1215967,61856,"2017-03-02","2018-11-14 21:13:02","n"
2765,0,315,"Unbelievable","main","lqfGcA7wA6E",919703,52449,"2017-08-22","2018-11-14 21:15:31","n"
2766,0,270,"Now or Never","main","he_U_kFCQE0",647378,57758,"2018-07-31","2018-11-15 03:11:05","n"
2767,2736,113,"Ride on the wind","main","cMV7MtP8WgQ",528585,0,"2018-07-31","2018-11-15 03:12:01","n"
2768,0,316,"ViViD (HeeJin)","main","-FCYE87P5L0",3984852,110357,"2016-10-04","2018-11-12 21:23:05","n"
2769,0,316,"Around You (HyunJin)","main","mybsDDymrsc",1465742,47207,"2016-11-16","2018-11-12 21:25:30","n"
2770,0,316,"I&#39;ll be there (HeeJin, HyunJin)","main","pKybkK2gj1U",1328566,40598,"2016-11-16","2018-11-12 21:26:07","n"
2771,0,316,"Let me In (HaSeul)","main","6a4BWpBJppI",1908923,59306,"2016-12-14","2018-11-12 21:29:02","n"
2772,0,316,"The Carol (HeeJin, HyunJin, HaSeul)","main","WX-lpEnIQQk",880901,29635,"2016-12-14","2018-11-12 21:31:04","n"
2773,0,316,"Kiss Later (YeoJin)","main","thpTOAS1Vgg",2022923,57432,"2017-01-15","2018-11-12 21:33:46","n"
2774,0,316,"My Sunday (HeeJin, HyunJin)","main","TtaDrUbsO30",476155,20394,"2017-01-16","2018-11-12 21:35:41","n"
2775,0,316,"My Melody (HaSeul, YeoJin)","main","wUBrO83fTbY",425920,17216,"2017-01-17","2018-11-12 21:37:13","n"
2776,0,316,"Love&Live (LOOΠΔ 1/3)","main","4K4b9Z9lSwc",1444676,45526,"2017-03-12","2018-11-12 21:38:01","n"
2777,0,316,"Everyday I love you (Vivi)","main","ZNcBZM5SvbY",1831879,50765,"2017-04-16","2018-11-12 22:11:04","n"
2778,0,316,"Sonatine (LOOΠΔ 1/3)","main","a6JmCdDs_GM",1228145,40549,"2017-04-26","2018-11-12 21:42:02","n"
2779,0,316,"Everyday I Need You (Vivi)","main","yphYFDJ4J4w",488669,21381,"2017-05-13","2018-11-12 21:43:47","n"
2780,0,316,"Eclipse (Kim Lip)","main","_qJEoSa3Ie0",4048119,119634,"2017-05-22","2018-11-12 21:45:49","n"
2781,0,316,"Singing in the rain (JinSoul)","main","RWeyOyY_puQ",5272204,134160,"2017-06-25","2018-11-12 21:46:02","n"
2782,0,316,"Rain 51db (LOOΠΔ 1/3)","main","GhcY79E7am0",283478,14342,"2017-07-06","2018-11-12 21:48:02","n"
2783,0,316,"Love Cherry Motion (Choerry)","main","VBbeuXW8Nko",2980188,88133,"2017-07-27","2018-11-12 21:49:13","n"
2784,0,316,"Girl Front (LOOΠΔ/ODD EYE CIRCLE)","main","tyInv6RWL0Q",4576589,110432,"2017-09-20","2018-11-12 21:51:04","n"
2785,0,316,"Loonatic (LOOΠΔ/ODD EYE CIRCLE)","main","XznW8Ti6WWk",820937,35083,"2017-10-23","2018-11-12 21:52:01","n"
2786,0,316,"Sweet crazy love (LOOΠΔ/ODD EYE CIRCLE)","main","cG7FkoNKBzI",1818459,71350,"2017-10-30","2018-11-12 21:52:07","n"
2787,0,316,"New (Yves)","main","LIDe-yTxda0",3633511,92242,"2017-11-27","2018-11-12 21:53:13","n"
2788,0,316,"Heart Attack (Chuu)","main","BVVfMFS3mgc",5722635,165548,"2017-12-27","2018-11-12 21:55:58","n"
2789,0,316,"One&Only (GoWon)","main","m5qwcYL8a0o",2442893,65868,"2018-01-29","2018-11-12 21:57:36","n"
2790,0,316,"Egoist (Olivia Hye)","main","UkY8HvgvBJ8",3475718,130422,"2018-03-29","2018-11-12 21:58:01","n"
2791,0,316,"Love4eva (LOOΠΔ/yyxy)","main","tIWpr3tHzII",5179916,135890,"2018-05-30","2018-11-14 12:06:01","n"
2792,0,143,"Livin&#39; it up (japanese)","main","YWL9ClaTm6E",7772123,305963,"2018-08-01","2018-11-15 03:10:01","n"
2793,2719,312,"Love U","alternate","7GbiVol9xi0",487162,24629,"2018-08-01","2018-11-15 03:10:07","n"
2795,0,95,"Killing me","main","RyVS7R9PN6U",70939191,1842678,"2018-08-02","2018-11-15 03:06:01","n"
2796,0,39,"When it rains","main","2urMSQ2Ms9o",866095,65003,"2018-08-02","2018-11-15 03:06:07","n"
2797,0,317,"I go","main","DFi56kyWmMw",56904,2300,"2018-08-02","2018-11-15 03:08:02","n"
2798,0,317,"Cheerleader","main","77P7uxM-ToE",341608,13009,"2017-11-01","2018-11-14 17:32:02","n"
2799,0,317,"It&#39;s raining","main","ZSITj0NLBL4",212387,3856,"2015-03-22","2018-11-14 17:33:28","n"
2800,0,317,"Vanishing Paycheck","main","-rSqW5ojE5A",584383,13943,"2017-04-29","2018-11-14 17:36:01","n"
2801,0,317,"Alright","main","u0n6qkMtYuo",208522,5971,"2017-06-24","2018-11-14 17:40:02","n"
2802,0,317,"Colors","main","ZxgOyQ0OLzI",215249,7591,"2017-03-05","2018-11-14 17:42:02","n"
2803,2795,95,"Killing Me","main","W6_j0LqPIXk",13834739,548585,"2018-08-02","2018-11-15 03:09:49","n"
2804,0,213,"Chaser (japanese)","main","qOi8FgUcxrQ",177723,16029,"2018-08-06","2018-11-15 03:03:39","n"
2805,0,165,"Power Up","main","aiHSVQy9xN8",61267884,1331868,"2018-08-06","2018-11-15 03:04:02","n"
2806,0,288,"My Pace","main","pok5yDw77uM",48651846,854896,"2018-08-06","2018-11-15 03:05:35","n"
2807,0,318,"OMG","main","i3NBn3lus6I",647414,19345,"2015-05-26","2018-11-13 15:45:12","n"
2808,0,318,"Mistake","main","WYWCfpNDg28",2506902,113077,"2016-06-07","2018-11-13 15:46:01","n"
2809,0,318,"Her","main","IjDn1HXrNTY",545553,28975,"2018-01-01","2018-11-13 15:47:18","n"
2810,0,318,"Drink O2 in the water","main","G8NSWRptL-8",144776,10186,"2017-08-03","2018-11-13 15:48:02","n"
2811,0,319,"Let Me","main","mGdsghfV1ow",1735267,65731,"2018-07-04","2018-11-15 04:54:07","n"
2812,0,319,"DamDaDi","main","lpMdr_5bygo",3488268,154107,"2017-08-28","2018-11-13 15:56:01","n"
2813,0,319,"It&#39;s U","main","fq56d1YiLFE",1240543,65585,"2018-01-29","2018-11-13 16:00:02","n"
2814,0,319,"Lady","main","dnXc0UQ1zq0",985247,51176,"2018-03-13","2018-11-13 16:01:22","n"
2815,2814,319,"Lady","alternate","oZ52QAa6L08",186134,15480,"2018-04-02","2018-11-13 16:04:01","n"
2816,2813,319,"It&#39;s U","duplicate","Ji7zaGcCetU",2511776,42384,"2018-01-29","2018-11-13 16:08:02","n"
2817,2811,319,"Let Me","alternate","JHviSzJ0SPU",93098,11239,"2018-07-29","2018-11-15 03:13:06","n"
2818,0,320,"Diamond Girl","main","ZmTVq81q35M",1664480,89873,"2018-01-10","2018-11-13 16:17:38","n"
2819,0,320,"I&#39;m the one","main","Hm3NfHbc9UU",3266212,150366,"2017-09-06","2018-11-13 16:31:04","n"
2820,0,320,"Gone cold","main","JwCGWTZrfYY",637317,41474,"2018-03-06","2018-11-13 16:35:05","n"
2821,2818,320,"Diamond Girl","alternate","9C7hh5k8kXA",96949,11709,"2018-01-22","2018-11-13 16:36:02","n"
2822,2820,320,"Gone cold","alternate","lTcIzdo_qiI",98930,10930,"2018-03-13","2018-11-13 16:39:44","n"
2823,0,321,"You You You","main","b_5AkvUN6EI",2122753,15464,"2014-05-19","2018-11-13 16:51:04","n"
2824,0,321,"It happens to be that way","main","Q8KO4sekJyI",1087148,7793,"2015-09-13","2018-11-13 16:53:11","n"
2825,0,321,"Your Season","main","yFOOCA6XW08",539417,7058,"2017-11-15","2018-11-13 16:56:01","n"
2826,0,321,"If I have to hate you","main","KiQ8OIiNwmY",705555,5559,"2015-09-13","2018-11-13 16:58:02","n"
2827,0,321,"Years apart","main","_nGxSiBFmDE",84296,1186,"2014-06-04","2018-11-13 17:00:02","n"
2828,0,230,"Broken","main","RKtz96EnMF4",633414,16533,"2017-07-25","2018-11-13 17:03:15","n"
2829,0,230,"Full Moon","main","vwcU5iwIKYQ",127975,5353,"2017-03-13","2018-11-13 17:06:01","n"
2830,0,230,"Vain hope","main","uwyWMhb0nlU",699377,12291,"2016-09-06","2018-11-13 18:10:07","n"
2831,0,230,"Dream catcher","main","6nepzo6LZqs",729467,10147,"2016-08-18","2018-11-13 18:12:02","n"
2832,0,230,"Official","main","Nx_IUlhj66E",582249,9750,"2015-12-01","2018-11-13 18:14:02","n"
2833,0,230,"Star Shell","main","kgB219Noobk",471740,9739,"2015-09-17","2018-11-13 18:15:38","n"
2834,0,230,"The great escape","main","t4q65LaMnKw",365884,7611,"2014-04-13","2018-11-13 18:17:53","n"
2835,0,230,"Four times around the sun","main","g5cVE-i5wHI",1735079,18235,"2014-02-26","2018-11-13 18:21:04","n"
2836,0,230,"Ocean of Light","main","0Ze0TVXXHJ4",1696251,28735,"2013-06-09","2018-11-13 18:23:52","n"
2837,0,230,"White Night","main","foUVjorLgZc",732246,9765,"2012-12-02","2018-11-13 18:26:02","n"
2838,0,230,"Loosing Heart","main","zB8oLFAvpDo",532945,2081,"2011-04-20","2018-11-13 18:29:57","n"
2839,0,322,"Hello Hello","main","eqf_ImHjyt0",41091,3191,"2017-05-23","2018-11-13 18:34:01","n"
2840,0,322,"1.2.3","main","MiPzDTW4Ync",63577,5169,"2017-02-12","2018-11-13 18:38:02","n"
2841,0,322,"Aphrodite","main","fqjI5JRSj24",1075003,45632,"2016-05-16","2018-11-13 18:40:02","n"
2842,0,322,"Taola","main","ofqwOk-0wGk",148871,6284,"2015-11-16","2018-11-13 18:42:02","n"
2843,0,322,"Between Night n Music","main","cnlPJM_p0m8",59992,2261,"2015-03-05","2018-11-13 18:44:02","n"
2844,0,323,"Sorry for my English","main","lNGGNKc_r_U",1028251,92984,"2018-07-26","2018-11-15 03:22:02","n"
2845,0,323,"Snapshot","main","uosfsiwIwZo",22755,3504,"2018-04-19","2018-11-13 18:47:57","n"
2846,0,323,"Amazing","main","1CifUug5_Hg",86395,8542,"2017-10-25","2018-11-13 18:48:02","n"
2847,0,270,"Fanfare","main","WPJ73QUG0MY",1036248,56241,"2016-10-04","2018-11-13 18:53:58","n"
2848,2447,270,"Mamma Mia","alternate","w4umATwH8sc",280486,16385,"2018-03-23","2018-11-13 18:55:38","n"
2849,2312,270,"O Sole Mio","dance","yDXdIT1TAqM",235647,19033,"2017-10-31","2018-11-13 18:56:02","n"
2850,0,270,"Easy Love","main","YPl7Boo_1ZY",6282584,202083,"2017-04-17","2018-11-13 19:00:02","n"
2851,0,270,"Roar","main","lLg_k_QpFgQ",3235394,121959,"2017-02-05","2018-11-13 19:00:07","n"
2852,0,270,"So Beautiful","main","eEPRgPPclkg",1026463,40953,"2016-12-21","2018-11-13 19:02:02","n"
2853,0,316,"favOriTe","main","AFJPFfnzZ7w",6444729,238686,"2018-08-07","2018-11-15 03:01:05","n"
2854,2844,323,"Sorry for my English","alternate","rWmPjmDSrXc",41947,6872,"2018-08-07","2018-11-15 03:02:02","n"
2855,0,206,"Hot Sugar","main","luZjufC_g34",1328704,26385,"2017-07-25","2018-11-14 21:14:02","n"
2856,0,113,"Knockin&#39; on my heaven&#39;s door","main","CMY14zAYUCA",1889661,110740,"2018-08-08","2018-11-15 03:00:07","n"
2857,0,31,"Forever Young (dance only)","main","89kTb73csYg",55168427,1160736,"2018-06-20","2018-11-15 04:36:02","n"
2858,0,55,"WooWoo","main","j1OUMTMwVsY",3601509,83963,"2018-08-09","2018-11-15 03:00:02","n"
2859,0,60,"Up&Down (japanese)","main","WuhN1vz8uvY",3781992,155035,"2018-08-10","2018-11-15 02:51:05","n"
2860,0,324,"Page 0","main","X46z6f24c7o",4018248,129756,"2018-08-10","2018-11-15 02:58:02","n"
2861,0,49,"Ryo","main","lNjO0DXR5OM",52014,2146,"2018-08-10","2018-11-15 02:59:38","n"
2862,0,325,"Lollipop","main","W_CTPzCHElU",1806368,77379,"2016-01-26","2018-11-12 20:28:07","n"
2863,0,325,"Feel so good","main","JOXVTjlF2pk",650969,38716,"2016-11-10","2018-11-12 20:32:01","n"
2864,0,325,"The Light","main","Hv8UhEjL2yA",519152,34619,"2018-04-16","2018-11-12 20:33:39","n"
2865,0,325,"Tension Up","main","_BNlXODCoaI",600523,40140,"2017-04-04","2018-11-12 20:35:34","n"
2866,0,325,"In The Club","main","gkw13o9GPtg",285501,18568,"2017-01-24","2018-11-12 20:36:02","n"
2867,0,20,"Baby","main","IwqEXtsvaDg",10923800,383343,"2017-05-28","2018-11-12 20:47:01","n"
2868,0,20,"Confession","main","tuAm9KH2dkY",8175060,215497,"2016-11-09","2018-11-12 20:54:02","n"
2869,0,326,"Remove","main","yQwAri7qFRg",732270,21028,"2016-12-08","2018-11-12 20:58:07","n"
2870,0,326,"Pain","main","Lh8857K5Pjs",2541312,65472,"2016-02-15","2018-11-12 21:00:02","n"
2871,0,326,"Ah-ha","main","BQEFnUtTd7E",1655880,40560,"2016-06-08","2018-11-12 21:02:01","n"
2872,2870,326,"Pain","dance","0WnENgFiJ_0",393642,14413,"2016-02-21","2018-11-12 21:03:51","n"
2873,0,9,"To Mine","main","jUnZM0QE0tY",35707,4161,"2018-08-11","2018-11-15 02:48:01","n"
2874,0,36,"Rollin&#39;","main","mlVp1hTYGQ4",21477,720,"2017-03-07","2018-11-13 17:32:02","n"
2875,2874,36,"Rollin&#39; (New Version)","alternate","MthLgPs7oU4",969458,40676,"2018-08-11","2018-11-15 02:49:08","n"
2876,2874,36,"Rollin&#39;","alternate","GtgcoHm5GJg",436114,11252,"2017-03-09","2018-11-13 17:35:57","n"
2877,0,36,"아나요","main","GOgohfxl-yA",165860,1585,"2012-08-30","2018-11-13 17:36:01","n"
2878,0,36,"Deepened","main","0_pC3KXT2r4",777814,18193,"2016-02-15","2018-11-13 17:36:07","n"
2879,2874,36,"Rollin&#39;","dance","V1c0Y3Q7c8I",1407862,26503,"2017-03-07","2018-11-13 17:37:05","n"
2880,0,288,"Insomnia","main","N6WYvY5DMlw",1177841,116025,"2018-08-12","2018-11-15 02:46:02","n"
2881,0,327,"Banana Allergy Monkey","main","rW9r_1ys2ec",6615719,106974,"2018-04-02","2018-11-12 20:18:02","n"
2882,0,320,"Ya Ya Ya","main","gCb6XJ_2Z3E",907123,69422,"2018-08-14","2018-11-15 02:41:05","n"
2883,0,292,"Hann","main","OKNXn2qCEws",30679683,869965,"2018-08-14","2018-11-15 14:43:01","n"
2884,0,328,"Feeling","main","VznBK_Yv6YI",2955853,149930,"2018-04-07","2018-11-13 15:24:02","n"
2885,0,328,"Only One","main","XWpmShosogw",1534432,73788,"2018-04-11","2018-11-13 15:26:02","n"
2886,0,328,"Black Heart","main","JF1HVN2RoCk",2422713,124746,"2018-06-28","2018-11-15 07:50:07","n"
2887,2806,288,"My Pace","alternate","n2exCNzcxzE",1185002,154739,"2018-08-14","2018-11-15 02:44:02","n"
2888,0,288,"Voices","main","5HMOkfE3kno",6951389,318595,"2018-08-15","2018-11-15 02:36:02","n"
2889,0,208,"DBZ","main","CMNahhgR_ss",27213810,629959,"2018-08-16","2018-11-15 14:37:05","n"
2890,0,88,"BAE","main","Z2V4lymB6VU",1747219,89586,"2018-08-16","2018-11-15 02:33:27","n"
2891,0,229,"Green Apple","main","-L0yllqbjk8",1747005,34499,"2018-08-16","2018-11-15 02:34:01","n"
2892,0,325,"NaNaNa","main","fQj3jh90Q5s",200276,15874,"2018-08-16","2018-11-15 02:34:07","n"
2893,2883,292,"Hann","duplicate","3K38Fc1SV5c",26331970,481417,"2018-08-14","2018-11-15 14:45:38","n"
2894,0,31,"Ddu-du Ddu-du (jp)","main","a1aV8IUgP8Q",4855947,390459,"2018-08-17","2018-11-15 02:32:01","n"
2895,2805,165,"Power Up","alternate","EyLf7XuwpFw",5644008,242670,"2018-08-16","2018-11-15 02:35:41","n"
2896,0,151,"Daybreak (Minhyun, JR)","main","bBnWklKfYN0",2938667,99025,"2016-10-06","2018-11-13 20:16:02","n"
2897,0,288,"M.I.A.","main","x9TZNpRCeqE",3324825,184380,"2018-08-19","2018-11-15 02:26:01","n"
2898,0,95,"Killing Me","main","VyV_fjruIAY",2411134,227747,"2018-08-19","2018-11-15 02:31:05","n"
2899,0,316,"Hi High","main","846cjX0ZTrk",18375429,207369,"2018-08-20","2018-11-15 02:20:02","n"
2900,0,213,"So Beatiful","main","4H8F-8rZB38",55498,6103,"2018-08-20","2018-11-15 02:21:03","n"
2901,0,320,"Checkmate","main","xra9lkliXBk",243399,25461,"2018-08-20","2018-11-15 02:24:02","n"
2902,0,55,"Take Me","main","UtResg5caW4",73906,4653,"2018-08-20","2018-11-15 02:24:07","n"
2903,2882,320,"Ya Ya Ya","alternate","jiHw8xyDK1U",41861,5097,"2018-08-21","2018-11-15 02:19:06","n"
2904,0,288,"Question","main","Ol7yvyeJTJI",1733433,134673,"2018-08-22","2018-11-15 02:18:02","n"
2905,0,151,"Look (A starlight Night)","main","rKNL7eME7JY",2716580,66662,"2016-11-17","2018-11-14 18:40:02","n"
2906,2248,265,"Energetic","dance","UeekjXMmv38",5657580,131485,"2017-09-14","2018-11-14 18:41:05","n"
2907,2250,265,"Burn It Up","dance","hqeEcAfHggI",7434252,171405,"2017-09-14","2018-11-15 19:36:01","n"
2908,0,40,"Idol","main","pBuZEGYXA6E",260478632,7349651,"2018-08-24","2018-11-15 14:39:45","n"
2909,0,82,"Wild","main","YXumypStw2Y",219950,0,"2018-08-24","2018-11-15 02:14:02","n"
2910,0,302,"And I","main","NLuK9ZwTyuM",1535392,36366,"2018-08-26","2018-11-15 02:04:07","n"
2911,2766,270,"Now or Never","alternate","yW4JugOktJ0",151148,15851,"2018-08-26","2018-11-15 02:11:05","n"
2912,0,288,"Awkward Silence","main","y289In1OdZI",6247613,327283,"2018-08-27","2018-11-15 02:02:07","n"
2913,0,171,"Oh My! (chinese)","main","jAnHj9k2DT4",549073,34019,"2018-08-27","2018-11-15 02:04:01","n"
2914,0,173,"Kiss me Like That","main","LxVlNoJ94Oc",3813526,56487,"2018-08-28","2018-11-15 13:10:01","n"
2915,0,151,"I&#39;m Bad","main","nFGmvS8SejY",2899302,58750,"2015-02-26","2018-11-15 19:24:01","n"
2916,0,302,"YlenoL","main","btwYZlpTTik",351314,36099,"2018-08-28","2018-11-15 02:02:02","n"
2917,0,149,"We Go Up","main","LV1Es22E0RI",19877734,819063,"2018-08-30","2018-11-15 14:41:05","n"
2918,0,127,"Sheep","main","kthhAjR4CBs",12842300,718334,"2018-08-31","2018-11-15 12:45:49","n"
2919,0,1,"Heart","main","biz-ioGh1CM",56822,6979,"2018-09-03","2018-11-15 12:40:03","n"
2920,1844,151,"Love Paint","dance","egLrY_do-HA",1336988,45403,"2016-09-27","2018-11-13 18:35:58","n"
2921,1844,151,"Love Paint","dance","BWTCJ2mBhNo",532791,23267,"2016-09-13","2018-11-13 18:37:46","n"
2922,0,106,"April Fools 0401","main","sfkEbtHcooI",1192378,120894,"2018-09-04","2018-11-15 12:34:01","n"
2923,2899,316,"Hi high","dance","gSRFqpheg6Y",772726,55356,"2018-09-04","2018-11-15 12:36:03","n"
2924,0,268,"Siren","main","TNWMZIf7eSg",26775955,670713,"2018-09-04","2018-11-15 14:49:46","n"
2925,0,302,"Where you At","main","5e8-4mBiCSI",10542172,342571,"2017-10-10","2018-11-13 23:45:53","n"
2926,0,329,"Lil' Touch","main","SdzLl-XpJt0",71625668,1755195,"2018-09-05","2018-11-15 14:23:09","n"
2927,0,330,"Puzzle Moon","main","5aNKhuKk7u0",2195422,99510,"2018-09-05","2018-11-15 12:39:45","n"
2928,0,288,"Mixtape#2","main","KvOoSNLpqWo",987996,101711,"2018-09-05","2018-11-15 12:27:36","n"
2929,0,283,"Right Here","main","Acj9izgg6SY",1531758,0,"2018-09-05","2018-11-15 12:28:01","n"
2930,1844,151,"Love Paint","duplicate","Ee15gbUiqfs",5167136,167068,"2016-08-28","2018-11-14 16:06:02","n"
2931,2529,148,"Chain","dance","pGB6oUsvH3U",4310400,199520,"2018-05-25","2018-11-14 17:24:01","n"
2932,2122,148,"Cherry Bomb","dance","bTu86Ll8eqk",4493893,147056,"2017-06-23","2018-11-14 16:17:34","n"
2933,1688,148,"Fire Truck","dance","ssBGdX5-h94",15408905,255478,"2016-07-25","2018-11-14 16:18:01","n"
2934,2449,148,"Touch","dance","IVifciNhuIc",697459,67010,"2018-04-24","2018-11-14 16:18:07","n"
2935,0,207,"Before U Go","main","b-yLX4DFKyM",5295877,45112,"2011-03-14","2018-11-14 16:21:05","n"
2936,2935,207,"Before U go","dance","KLBIy6t-X-A",4623863,45894,"2011-03-28","2018-11-14 16:23:32","n"
2937,0,207,"Wrong Number","main","rwagNDrh1DA",4581713,36469,"2009-11-24","2018-11-14 16:24:07","n"
2938,915,207,"Catch Me","dance","JzSgMwrSfOk",3390769,43339,"2012-09-28","2018-11-14 16:28:01","n"
2939,1360,207,"Spellbound","alternate","RNgUj9hyPRg",1689469,38238,"2014-03-04","2018-11-14 16:33:02","n"
2940,0,207,"Humanoids","main","XAC5KRMyiQk",9133342,106244,"2012-11-26","2018-11-14 16:34:02","n"
2941,0,207,"Are you a good girl?","main","DSSegg5GEMY",1120555,7954,"2009-11-25","2018-11-14 16:36:02","n"
2942,0,207,"One","main","5ncykvIuuns",910771,6896,"2009-11-23","2018-11-14 16:38:02","n"
2943,0,207,"Holding Back The Tears","main","shW7s8C4S_s",546140,6402,"2009-11-24","2018-11-14 16:39:04","n"
2944,0,207,"O'Jung.Bab.Hap","main","NWkS9S8QWm8",1932574,14895,"2009-11-24","2018-11-14 16:42:02","n"
2945,0,207,"Beautiful ife","main","1qIt7992To8",633002,5548,"2009-11-23","2018-11-14 16:44:08","n"
2946,0,150,"Baby Don't Stop","main","k0DqRstCgj4",36879440,872782,"2018-02-26","2018-11-15 14:51:27","n"
2947,2440,150,"Boss","dance","-7tSTUR7FG0",19122077,467251,"2018-02-27","2018-11-14 16:50:08","n"
2948,2946,150,"Baby Don't Stop","dance","DR2CtV_khJo",5507594,240377,"2018-03-16","2018-11-14 16:53:07","n"
2949,2917,149,"We go Up (Chinese)","alternate","6dMJBThK8eE",1318610,150941,"2018-09-06","2018-11-15 01:56:01","n"
2950,2908,40,"Idol (Feat. Nicki Minaj)","alternate","K1scjjbfNsk",55118093,3248525,"2018-09-06","2018-11-15 14:31:05","n"
2951,0,265,"Beautiful","main","xXWyJEo6VgA",39841118,552379,"2017-11-20","2018-11-14 05:54:01","n"
2952,2951,265,"Beautiful","alternate","o4_tHTmniw4",12234065,443535,"2017-11-13","2018-11-14 19:37:10","n"
2953,2951,265,"Beautiful","dance","DmdezafV6ko",3926103,131953,"2017-12-13","2018-11-14 19:38:01","n"
