#Artists: id, name, hangul/stylized name, members (female|male|coed), issolo (y|n), id_parentgroup (0 to none), formation date, disband date, social media accounts (semicolon separated list), followers (PHP serialize), followerstop (max followers ever registered)
315,"Victon","빅톤","male","n",0,"","","K=Victon;T=VICTON1109;I=victon1109;F=VICTON1109;Y=UCQ7a83KJBE7w_txsT7VaJ8g;V=ECB24F;VS=296","a:5:{s:2:"VS";i:181121;s:1:"T";s:6:"107353";s:1:"F";d:84594;s:1:"Y";s:6:"116802";s:1:"I";s:6:"122251";}",612121
316,"LOOΠΔ","이달의 소녀","female","n",0,"2016","","K=Loona_(band);F=loonatheworld;T=loonatheworld;I=loonatheworld;Y=UCOJplhB0wGQWv9OuRmMT-4g;V=E1F3A7;VS=468","a:5:{s:2:"VS";i:108034;s:1:"T";s:6:"213944";s:1:"F";d:80378;s:1:"I";s:6:"361186";s:1:"Y";s:6:"457300";}",1220842
317,"Stella Jang","스텔라 장","female","y",0,"","","I=interstellajang","a:1:{s:1:"I";s:5:"17855";}",17855
318,"Drug Restaurant","드럭 레스토랑","male","n",0,"2015","","F=drugrestaurant;T=official_JYrock;U=officialjyrock;K=Drug_Restaurant;V=F75FB;VS=126","a:4:{s:2:"VS";i:171735;s:1:"T";s:5:"42868";s:1:"F";d:12961;s:1:"Y";s:5:"36214";}",263520
319,"Golden Child","골든 차일드","male","n",0,"2017","","K=Golden_Child_(band);T=Hi_Goldenness;F=gncd11;I=official_gncd11;V=E093D3;VS=490","a:4:{s:2:"VS";i:176293;s:1:"T";s:5:"44579";s:1:"F";d:62078;s:1:"I";s:6:"151141";}",434091
320,"MXM","엠엑스엠","male","n",0,"2017","","K=MXM_(musical_duo);F=bnmboysofficial;T=bnmboysofficial;I=bnmboysofficial;V=DC6459;VS=557","a:4:{s:2:"VS";i:160557;s:1:"T";s:6:"279524";s:1:"F";d:55997;s:1:"I";s:6:"365379";}",861457
321,"Fly to the Sky","플라이투더스카이","male","n",0,"1999","","F=FLYTOTHESKYofficial;I=ftts_official;U=H2media2011;V=FC35F;VS=48;K=Fly_to_the_Sky","a:4:{s:2:"VS";i:153729;s:1:"F";d:18413;s:1:"Y";s:5:"27755";s:1:"I";s:5:"10104";}",210001
322,"B.I.G","비아이지","male","n",0,"2014","","K=B.I.G_(band);T=big_ghofficial;I=big_official_insta;F=big.GHofficial;V=F58135;VS=155","a:4:{s:2:"VS";i:143415;s:1:"T";s:5:"47998";s:1:"F";d:235000;s:1:"I";s:5:"59237";}",485650
323,"IN2IT","인투잇","male","n",0,"2016","","K=IN2IT;F=official.IN2IT;T=Official_IN2IT;I=official_in2it;Y=UC4_FlqZHf6zWPyaQpmPXChQ;V=EFF1E7;VS=244","a:5:{s:2:"VS";i:122886;s:1:"T";s:5:"46052";s:1:"F";d:80906;s:1:"Y";s:5:"74066";s:1:"I";s:5:"89736";}",413646
324,"Taeyeon + MeloMance","","coed","n",0,"2018","","","",0
325,"Imfact","임팩트","male","n",0,"2016","","K=Imfact;W=imfact.net;T=imfactofficial;I=official_imfact;F=officialimfact;V=F28195;VS=203","a:4:{s:2:"VS";i:103678;s:1:"T";s:5:"32317";s:1:"F";d:66733;s:1:"I";s:5:"62558";}",265286
326,"Double S 301","더블에스301","male","n",185,"2016","","F=DoubleS301.official;V=F6411D;VS=143","a:2:{s:2:"VS";i:94594;s:1:"F";d:59350;}",153944
327,"Oh My Girl Banhana","오마이걸 반하나","female","n",152,"2018","","","",0
328,"UNB","유앤비","male","n",0,"2018","","K=UNB_(group);F=officialpage.un.b;T=official_UN_B;I=official_un_b;V=CF1603;VS=770","a:4:{s:2:"VS";i:102806;s:1:"T";s:5:"70273";s:1:"F";d:55443;s:1:"I";s:6:"221862";}",450384
329,"Girls' Generation Oh!GG","소녀시대 Oh!GG","female","n",78,"2018","","","",0
330,"GWSN","공원소녀","female","n",0,"2018","","T=kiwipop_gwsn;I=kiwipop_gwsn;Y=UCUT58qBbE4Y3Y4FClOJOfrg;F=kiwipop.gwsn;V=C39773;VS=954","a:5:{s:2:"VS";i:12137;s:1:"T";s:5:"36359";s:1:"F";d:21545;s:1:"Y";s:5:"76222";s:1:"I";s:5:"90625";}",236888
331,"MFBTY","MFBTY","coed","n",0,"2013","","F=BizzyTigerYoonmirae;T=officialmfbty;V=FB57B;VS=62","a:3:{s:2:"VS";i:93063;s:1:"T";s:4:"4880";s:1:"F";d:7652;}",105666
332,"A.C.E","에이스","male","n",0,"2017","","K=A.C.E_(South_Korean_band);W=stayge.net/ace/","",0
333,"Yuri","유리","female","y",78,"2018","","","",0
334,"John Legend + Wendy","John Legend + 웬디","coed","n",165,"2018","","","",0
335,"Seulgi + SinB + Chung Ha + Soyeon","슬기 + 신비 + 청하+ 소연","female","n",0,"2018","","","",0
336,"Lyn + Leo","린 + 레오","coed","n",0,"2014","","","",0
337,"IZ*ONE","아이즈원","female","n",0,"2018","","","",0
338,"Marmello","마르멜로","female","n",0,"2017","","T=MARMELLO_band;I=band_marmello;F=marmell5;Y=UCNamsZS_BRk6jC7ClopaBtQ","a:3:{s:1:"T";s:4:"2629";s:1:"F";d:10433;s:1:"I";s:4:"6388";}",19450
339,"Purfles","퍼펄즈","female","n",0,"2014","","T=cresc_purfles;I=purfles_official;F=Purfles;U=officialPurfles","a:4:{s:1:"T";s:4:"1694";s:1:"F";d:5635;s:1:"Y";s:5:"18833";s:1:"I";s:4:"2042";}",28204
340,"Playback","플레이백","female","n",0,"2015","","F=followplayback;T=FOLLOWPLAYBACK;I=followplayback;V=E66319;VS=397","a:4:{s:2:"VS";i:27117;s:1:"T";s:4:"7088";s:1:"F";d:17378;s:1:"I";s:5:"33621";}",85237
341,"N.Flying","엔플라잉","male","n",0,"2015","","T=NFlyingofficial;I=letsroll_nf;F=Officialnflying;V=FC065;VS=61;U=nflyingofficial","a:5:{s:2:"VS";i:100961;s:1:"T";s:5:"62081";s:1:"F";d:158000;s:1:"Y";s:5:"84103";s:1:"I";s:5:"94244";}",499389
342,"Brown Eyed Soul","브라운 아이드 소울","male","n",0,"2003","","K=Brown_Eyed_Soul_(band)","",0
343,"SeeYa","씨야","female","n",0,"2006","2011","K=SeeYa","",0
344,"Shin Seung-hun","신승훈","male","y",0,"1990","","K=Shin_Seung-hun;W=www.shinseunghun.com","",0
345,"Kim Bo Kyung","김보경","female","y",0,"2010","","I=sssbkkk;U=KimBoKyungVEVO;T=SSSBKKK","a:3:{s:1:"T";s:4:"5738";s:1:"Y";s:4:"4112";s:1:"I";s:4:"6044";}",15894
346,"Baek Ji-young","백지영","female","y",0,"1999","","I=baekzyoung;K=Baek_Ji-young","",0
347,"Park Hyo-shin","박효신","male","y",0,"1999","","I=parkhyoshin.official;K=Park_Hyo-shin","a:1:{s:1:"I";s:6:"230168";}",230168
348,"Navi","나비","female","y",0,"2008","","F=jiho.an.3;T=Navi_JIHO;I=navi_jiho","a:2:{s:1:"T";s:5:"47753";s:1:"I";s:5:"37442";}",85195
349,"SG Wannabe","SG 워너비","male","n",0,"2004","","K=SG_Wannabe;F=OfficialSGWANNABE","",0
350,"Kan Mi Youn","간미연","female","y",0,"1997","","K=Kan Mi-youn","",0
351,"Kim Hyung-jun","김형준","male","y",185,"2008","","k=Kim_Hyung-jun","",0
352,"Wheesung","휘성","male","y",0,"2000","","K=Wheesung;Y=OfficialWheeSung","",0
353,"Yangpa","양파","female","y",0,"1996","","K=Yangpa","",0
354,"Yoonhan","윤한","male","y",0,"2011","","K=Yoonhan","",0
355,"Lena Park","박정현","female","y",0,"1998","","K=Lena_Park","",0
356,"Monday Kiz","먼데이 키즈","male","n",0,"2005","","K=Monday_Kiz_(band)","",0
357,"Heo Young-saeng","허영생","male","y",185,"2008","","K=Heo_Young-saeng;I=youngsaeng17;T=mystyle1103","",0
358,"Lim Jeong-hee","임정희","female","y",0,"2005","","K=Lim_Jeong-hee","",0
359,"Supreme Team","슈프림팀","male","n",0,"2009","2013","K=Supreme_Team_(band)","",0
360,"Gavy NJ","가비엔제이","female","n",0,"2005","","K=Gavy_NJ","",0
361,"Key","김기범","male","n",172,"2018","","K=Key_(entertainer)","",0
362,"Wendy","손승완","female","y",165,"2018","","K=Wendy_(singer)","",0
363,"Kim Hyun-joong","김현중","male","y",185,"2011","","K=Kim_Hyun-joong;I=hyunjoong860606;F=kimhyunjoong;U=kimhyunjoong606","",0
364,"4Men","포맨","male","n",0,"1998","","K=4Men;I=VoiceOf4Men","",0
365,"Kim Bum-soo","김범수","male","y",0,"1999","","K=Kim_Bum-soo","",0
366,"Jennie","김제니","female","y",31,"2018","","K=Jennie_Kim","",0
367,"Eru","이루","male","y",0,"2005","","K=Eru_(singer)","",0
368,"Hyoyeon + 3Lau","","coed","n",78,"2018","","","",0
# -- end artists --
